root;features;query_products_count;first_product_decada_profit;ten_product_decada_profit;products_with_sales;avg_price_prev_period;avg_price_period;profit_prev_period;profit_period;sellers;sellers_with_sales;sales_period
контейнер;стиральный;83;27249455;18720;43;823;700;357967;28480784;29;15;51452
органайзер;сыпучий;38;2288910;20631;17;978;1251;1948299;3111507;11;7;7477
измельчитель;кухонный,ручной;18;45874500;696;10;669;678;7191747;45895952;13;8;65583
измельчитель;ручной;204;72088500;220660;99;696;710;7690927;121336204;82;55;134679
овощерезка;многофункциональный;180;8216000;9250;50;1220;1392;235835;13316816;101;37;15896
тёрка;многофункциональный;144;9444330;31680;47;793;807;337548;34055684;81;30;11464
тёрка;механический;74;6513080;4212;28;1157;939;2841926;11251347;45;22;8828
соковыжималка;механический,цитрусовый;48;7543195;26910;19;1582;3246;124348;9153107;29;17;6597
ступка;мраморный;106;3155760;15402;57;657;1316;279388;4727149;30;17;6820
мрамор;каменный;38;2480625;18624;20;335;547;1730706;10191315;12;8;14822
ступка;гранитный;72;6196000;1835;26;1051;1151;23901;10234369;15;13;8590
набор;микроволновый;15;3740000;0;5;1135;1674;6840;3756617;10;5;4023
казан;афганский;193;282390315;665280;87;2722;3118;9098251;331399187;26;11;85599
крышка;силиконовый,универсальный;25;17170170;1350;13;160;199;1920;21565971;10;6;65850
мантоварка;нержавеющий;26;428926575;17280;13;3387;2810;331697;466942471;16;10;76296
мантоварка;алюминиевый;11;3904047;0;4;1565;2366;105841;4043695;7;2;2074
шприц;кондитерский;84;4436448;5852;36;950;493;445174;7738262;61;27;17539
форма;домашний;20;5029640;990;12;199;401;89390;5116729;13;7;10232
диспенсер;сыпучий;27;8896635;0;9;1556;1889;273794;18118092;18;6;12157
мешок;кондитерский,одноразовый;73;1163778;47200;38;234;346;320402;3226266;34;13;12739
лопатка;кулинарный,силиконовый;115;1423687;31320;57;221;258;149406;1759601;45;28;6066
бутылка;кулинарный;25;8714200;367;10;456;427;2214;8719777;2;2;4675
стакан;мерный;172;2251854;8436;64;645;345;350406;3089394;106;45;3566
лопатка;кулинарный;221;1423687;26904;107;398;271;290344;2900471;100;53;9665
скалка;длинный,удобный;10;631260;0;5;277;299;5561;1151728;3;2;3495
утварь;кухонный;52;2602000;3402;31;604;816;2726342;710351;32;20;1365
венчик;ручной;41;207207;1320;19;252;222;37801;371485;31;15;1348
магнит;новогодний;208;1180527;42240;119;168;272;2027639;2983326;47;32;8735
набор;2023;204;8751600;200027;109;465;557;2560294;31487805;74;37;39895
магнит;нижний;25;323676;0;6;131;240;356031;3130;7;5;13
магнит;мощный,неодимовый,сильный;127;296162;2220;37;314;898;954366;1940095;6;3;1952
магнит;2023;91;284896;48600;52;159;231;760418;922705;23;14;3278
магнит;бытовой,мощный,неодимовый,сильный;72;1063656;1255;31;466;1155;904233;1598776;3;2;991
шинковка;ручной;123;43908450;31130;54;493;559;685968;45250913;77;39;68376
набор;кухонный,столовый;90;4485936;8631;29;765;890;179250;14013975;35;19;27447
нож;волнистый,кухонный,фигурный;66;3660000;3960;27;1467;1532;1156570;12123363;41;17;14631
контейнер;микроволновый;13;1169150;0;5;561;546;234207;861500;8;3;302
крышка;микроволновый;58;23956;2718;31;233;307;63223;122644;31;17;454
органайзер;угловой;14;8040000;0;1;125;114;870;8040000;11;1;10000
сушилка;настольный;116;16994900;62784;41;991;1067;2388277;20233465;61;25;14182
сушилка;столовый;119;6142383;16284;56;1173;1245;1107891;11557629;50;27;9423
держатель;складный;42;1321736;407;11;323;429;18580;1332741;20;8;4706
держатель;клеевой;18;1652751;0;3;171;199;18835;1464801;11;3;4480
дозатор;моющий;289;1109630;1035000;104;458;585;1620818;4688006;145;56;8251
держатель;бумажный,кухонный;120;564060;8624;57;369;415;448468;405022;83;40;1662
набор;кухонный,новый,подарочный;11;19463598;0;4;564;578;10373;19485721;7;3;65576
посуда;разделочный;34;11992800;2640;13;1277;1349;47030;20117838;14;8;25077
подарок;новый,разделочный;22;6328539;219;12;367;377;7015;7054048;3;3;6016
набор;кухонный,разделочный;63;19470000;10094;33;1199;1193;7503478;31209396;37;19;5162
набор;подарочный,столовый,фарфоровый;37;3345768;1131595;34;1310;1319;68900360;25589741;2;2;19932
пара;фарфоровый,чайный;235;2703808;207888;145;1947;2265;14204458;13341575;28;13;8108
пара;фарфоровый,чайный,чайный;235;2703808;207888;145;1947;2265;14204458;13341575;28;13;8108
набор;детский,столовый;273;1331712;78336;153;719;712;651754;2381682;53;33;3025
сервиз;новый,столовый;10;1481212;11624;10;1812;1853;5730549;4433744;3;3;3023
салфетница;кухонный,металлический;58;51903720;9399;36;383;420;55708;52341423;15;10;131366
корзина;подвесной;94;85128666;4956;29;209;234;37604;85258156;53;22;65793
поднос;пластиковый,сервировочный;10;2375478;0;6;336;312;6827;4080715;5;3;12919
сахарница;фарфоровый;107;4801588;188530;53;615;775;841997;6852076;36;15;9039
икорница;стеклянный;11;822426;0;7;1130;1009;389944;867982;3;2;1469
поднос;сервировочный;104;2375478;21507;41;774;867;2121422;7805329;34;23;17413
мл;стеклянный;95;960726;17885;37;401;398;1251805;415066;47;22;861
кольцо;новый;84;283710;21420;60;480;629;366722;1611431;27;20;7082
ложка;детский,первый,серебряный;21;182234;3655;12;2968;3361;146798;336824;5;1;186
столовая;чайный,ювелирный;24;145914;0;9;1791;2053;177710;181736;1;1;36
рюмка;серебряный;47;254562;10452;16;6804;6923;609292;641845;7;3;112
ложка;десертный,серебряный;30;247445;0;7;2474;2313;384294;67281;4;3;17
ложка;серебряный,чайный;139;112281;17274;39;4484;4419;525230;317568;20;10;119
ложка;детский,ювелирный;24;75968;9762;11;2157;1744;98227;332646;1;1;129
стопка;серебряный;29;155574;4679;11;6605;6352;358246;114657;7;3;27
ионизатор;серебряный;117;113677;9848;38;2897;2932;139504;259443;22;9;90
ложка;детский,серебряный;211;182234;8304;46;3406;3424;285206;516410;21;11;278
погремушка;детский,ювелирный;11;73524;0;8;2326;2438;83171;151620;1;1;46
солонка;серебряный;13;62436;0;1;6074;8186;62436;0;6;1;0
оригинал;кухонный;43;64444761;27440;22;788;1868;936979;282746210;10;4;51420
ложка;фарфоровый;12;4273992;0;9;334;546;4294802;80559;4;4;104
вилка;столовый;269;3199680;22644;103;1029;1299;261117;5181190;87;43;5587
прибор;подарочный,столовый;32;2354112;11172;25;1754;1625;6463560;163507;7;4;334
набор;десертный;236;711000;22748;90;2052;2300;2035063;2931615;90;52;3794
тарелка;суповой;248;4892022;21280;107;937;1304;5939995;22663494;67;31;29421
тарелка;обеденный;289;15315232;43623;116;1041;859;3893145;19332317;62;39;18357
салатник;фарфоровый;64;7350685;7140;28;1095;996;435667;7962530;24;12;5066
тарелка;десертный,фарфоровый;27;3275514;6538;17;648;353;265890;5916053;6;4;8440
блюдо;фарфоровый;80;4558770;115000;37;943;1170;2925714;4074147;17;11;3930
тарелка;керамический;300;1813350;188784;101;788;876;3369725;2550516;49;24;3779
тарелка;новый,фарфоровый;33;1780218;443853;24;416;464;1670285;8549931;2;2;15898
столик;поворотный;15;1274592;0;6;1404;1140;242117;2031666;12;6;4477
тарелка;столовый,фарфоровый;24;1683561;552024;23;674;691;21388;10062740;3;3;17983
термос;умный;95;13997900;79200;44;599;848;349005;14908773;36;15;21218
термос;нержавеющий;122;17150000;7288;44;1171;1157;98865;17408766;43;22;10281
термос;металлический;265;3429739;73000;89;972;1123;7415226;8224616;81;42;7504
термос;широкий;227;3990903;167804;108;1260;1433;6250108;8362179;66;36;5931
термос;походный;40;783674;878;13;1059;976;416330;2841722;18;8;3102
картридж;холодный;17;25233185;0;7;251;257;1989;22657167;6;3;64555
фильтр;сменный;193;296116;31304;86;723;774;794585;1852621;77;37;2057
конфетница;металлический;13;79669376;0;9;1048;1867;24910;629828267;5;4;114990
хлебница;металлический;114;38428336;123186;70;2319;2095;489935;278403081;30;17;51047
хлебница;деревянный;267;4033800;21866;98;2027;2011;5047213;1924024;80;40;971
чайник;нержавеющий;221;20961612;196290;95;1514;1823;571158;57497104;57;32;25500
чайник;жаропрочный,заварочный,стеклянный;86;9800000;47160;39;731;935;1041156;13126460;45;19;11852
подставка;заварочный;28;1990820;1338;14;671;590;176721;2636434;18;12;5358
заварник;заварочный,стеклянный;43;2462605;31416;19;881;967;1974904;3962215;20;14;7076
этажерка;прихожую;53;4261722;14810;31;283;679;3284759;11594946;17;8;9644
кресло;компьютерный,подлый;103;10117872;0;1;0;104;0;10117872;1;1;999
стул;полубарный;202;1229844;502775;106;599;2678;2198699;11268401;12;8;2100
стул;кухонный,мягкий;222;1945800;84800;83;343;4023;0;4093394;34;16;617
столик;винный,деревянный;113;430200;27170;45;465;497;837022;1116029;65;27;528
спот;потолочный,светодиодный;32;29163520;4416;18;562;1253;61591;49582446;4;3;131227
лампа;галогенный;298;11258240;2286000;90;226;372;3487475;79529369;50;19;82991
светильник;01w;12;4436800;0;3;1023;1035;1319698;4713933;2;2;4995
лампа;матовый,светодиодный;77;2012160;31312;25;467;570;4152250;3515279;18;11;6371
горизонтальный;горизонтальный,готический;10;270829;0;1;1168;393;540579;0;1;1;0
карта;интерьерная;39;279123;0;8;3246;3245;82086;305479;4;3;289
декорация;-,настенный;69;94000;134937;24;150;1123;0;1994169;1;1;1837
настенный;-,настенный;14;55000;0;2;150;464;0;68132;3;2;114
коридор;ковровый,прихожую;19;7399588;0;9;2335;3382;6195730;126000;1;1;129
коврик;складной;218;18256060;12096;86;1181;1118;526738;21406206;71;28;5322
коврик;модульный,мягкий;22;1173340;0;7;252;267;1177157;3405;3;2;12
ковёр;длинный;108;328671;148010;63;2399;2421;3137550;1138686;11;6;412
коврик;длинный,комнатный;12;549320;0;6;1790;2173;751351;246836;5;2;127
коврик;безворсовый,гостиный;15;229620;0;5;1839;2981;229651;363692;2;2;295
дом;комнатный,прикроватный;105;263961;787;18;2338;4138;307994;358314;2;2;286
коврик;детский,прикроватный;63;208655;11430;20;785;941;102592;487269;18;12;341
ковёр;меховой;105;239887;113760;44;1847;2154;1481597;1553940;19;12;756
корзинка;текстильный;65;181485;35464;20;0;155;1949;792843;6;1;2452
органайзер;ювелирный;10;501159;0;5;405;648;882;616284;6;3;347
органайзер;нижний;112;90180;5922;46;161;269;126176;309826;59;25;443
органайзер;стеллажный;18;175225;0;9;0;714;16125;448073;6;2;431
подушка;декоративный,цветной;28;3880320;510;12;279;383;4991;3109639;5;3;3452
подушка;двухсторонний,хороший;26;234936;468;11;537;390;11628;7020;1;1;9
тюль;кухонный;103;34743050;0;7;465;565;2765;8113173;13;3;10021
комплект;бархатный,однотонных;35;3632071;0;2;1111;1918;0;3171184;1;1;998
шторы;бархатный;113;2797940;11436;25;1272;1746;414836;3191074;31;10;1162
шторы;гостиный,нитяный;11;366450;12742;11;593;596;453616;590083;1;1;1094
см;гостиный;100;618684;119280;43;1356;1505;2639720;2087189;18;6;1750
зеркало;двусторонний,настольный;117;5325453;4878;24;257;275;46199;14771746;22;9;35022
зеркало;зеркальный,настенный;60;7968318;1404;13;1073;1037;10310;19509153;8;5;21339
зеркало;настенный,прихожую;90;1644980;32395;33;2933;2999;2938413;3506792;14;9;2496
зеркало;изящный,настенный;13;545721;0;2;451;465;1493;874221;4;2;1084
зеркало;декоративный;74;1801860;4920;17;5345;6043;286914;2955849;30;9;1021
ковёр;детский,комнатный,прихожую;26;1628550;0;3;2275;2124;0;2136618;5;2;1082
кронштейн;поворотный,чёрный;50;18627059;14280;17;1492;1540;1070837;20204410;11;6;10652
уголок;белый;26;838396;0;4;671;736;2430200;2419;5;2;4
кронштейн;фиксированный,чёрный;32;415954;8588;16;958;1070;748066;835393;12;5;1303
кронштейн;наклонный,чёрный;89;518965;38703;29;1097;1182;1663733;1538473;23;6;1226
кронштейн;металлический,чёрный;11;164250;0;7;405;433;123625;234417;3;2;523
кронштейн;фиксированный;239;415954;61248;74;933;987;1055427;1331550;59;29;2095
плафон;оранжевый;12;42399495;0;5;481;427;3732;42461793;6;4;64625
плафон;-,бело,прозрачный;35;66406515;0;8;1195;1020;186117;67056876;5;2;64937
абажур;угловой;72;727776;7721;23;1137;1434;56686;1665387;17;6;1711
абажур;настенный;28;96795;0;5;845;1023;104176;84762;11;2;147
источник;герметичный;12;755766;0;7;1284;1592;72981;1257552;1;1;871
трансформатор;электронный;28;688268;10871;13;1437;1741;498438;1211702;3;3;673
драйвер;светодиодный;49;67520;4964;20;761;981;112045;106381;10;6;169
светильник;x,настенный;17;2627800;0;8;3150;3235;6191477;6005785;4;3;2550
светильник;классический,настенный;60;1446564;2836750;36;4348;4381;62529912;50817151;9;5;9331
бра;хрустальный;41;749034;1270150;30;5433;5123;53414626;38455037;9;7;7317
серия;хрустальный;31;1261143;1667400;30;5333;5154;67350381;53136533;2;2;9730
светильник;классический,настенный,настенный;60;1446564;2836750;36;4348;4381;62529912;50817151;9;5;9331
светильник;подвесной,хрустальный;43;652490;1518848;39;2914;3169;47790918;34540445;5;3;11818
люстра;подвесной,потолочный,хрустальный;19;4156575;11667250;16;34458;30965;149934253;187058631;5;3;4558
люстра;потолочный,хрустальный;129;4156575;5387499;88;44667;36379;1360552747;1131031859;10;5;27080
космос;звёздный;69;7398520;2737;21;556;583;124445;14547988;20;9;14040
луна;детский;10;6342543;0;6;1179;1075;31570;6363771;4;3;5487
небо;звёздный;297;7468000;393492;121;766;894;4290363;15926504;140;61;12883
пульт;светодиодный;24;4233164;5175;16;197;1248;9301;20625106;11;6;19417
ночник;беспроводной;120;2740722;67584;74;664;831;776821;5540542;56;36;6256
небо;детский,звёздный;122;1196358;271694;66;829;1039;1723215;5800194;58;32;6466
прожектор;белый,светодиодный;70;213580;7944;36;1075;1112;213907;973273;16;11;1585
лампа;солевой;175;4725050;21114;56;841;1121;221741;5184951;33;23;1867
фонарь;настенный,уличный;50;560032;9328;27;924;1659;45635;1230026;10;7;1166
светильник;декоративный,уличный;65;1138293;93366;45;2899;2923;174384;8336164;6;2;2951
лента;влагозащищённый,светодиодный;28;924768;48932;19;3467;4302;443380;1454898;7;5;1543
адаптер;светодиодный;13;479388;0;3;388;494;458077;489262;7;3;1113
профиль;угловой;12;315854;0;7;671;687;144986;749131;4;2;1300
л;влагозащищённый,светодиодный;44;1073448;25400;19;2928;2897;820951;2615318;8;6;866
лента;белый,светодиодный,холодный;46;172961;3380;12;340;2701;106411;674005;15;9;819
модуль;светодиодный;187;63945;14263;51;495;733;111816;310557;19;10;489
контроллер;светодиодный;62;115463;782;13;508;829;28175;162970;26;9;187
лампа;светодиодный,складный;23;57352;3430;12;363;1481;188124;1894075;15;10;572
подсветка;гибкий,неоновый,светодиодный;48;31673664;8163;23;1578;1137;63411264;93589;8;6;134
лента;гибкий,диодный,неоновый,светодиодный;12;10347480;0;3;0;2203;0;10353798;1;1;4023
лента;диодный,многоцветный,светодиодный;21;1290420;4600;12;352;630;982366;1156221;16;9;2629
лента;многоцветный,светодиодный;161;1290420;545376;78;972;1486;9563128;19640419;76;34;13768
лента;гибкий,неоновый;190;10347480;32120;59;1006;2768;362684;12607117;19;11;6507
подсветка;многоцветный,светодиодный;29;330330;5742;20;589;1040;792528;900355;21;14;1424
подсветка;диодный,светодиодный;21;316290;0;9;418;605;290976;541241;15;8;1153
лента;диодный,неоновый,светодиодный;17;10347480;0;5;208;1734;120484;10642080;5;3;4744
лента;неоновый,светодиодный;261;10347480;33792;76;830;2403;703404;13303793;41;19;7227
лента;гибкий,неоновый,светодиодный;144;10347480;20710;36;1024;3485;151632;11177815;11;6;4920
торшер;классический,напольный;24;595712;44445;20;1674;2461;4703537;3228909;4;4;747
фитолампа;полный;223;1700000;286504;131;1614;1669;2220113;8664384;82;60;5860
фитолампа;светодиодный;203;642807;83277;90;1120;1163;1179959;1692447;69;47;1310
свечение;фиолетовый;10;200661;0;9;916;782;172869;351838;3;2;503
фитолента;светодиодный;80;66420;1432;15;1232;1220;82792;71526;14;7;187
светильник;линейный;223;163278;31652;92;440;507;683013;1313559;52;25;2310
фитолампа;полный,светодиодный;19;286504;4005;14;1391;1476;194278;351167;12;8;166
фитосветильник;-,красно,синий;25;63765;29620;20;1734;1910;154121;311353;2;2;263
фонарь;светодиодный,уличный;62;29752890;1820;23;781;813;29792503;2279138;38;16;3161
фонарик;тактический;115;111303080;28812;61;874;970;420432;142450620;45;27;41088
фонарик;бытовой,светодиодный;50;5165712;18168;18;544;599;183706;7328410;40;16;11058
фонарь;специальный;20;2483382;250289;15;991;1441;21568;11294445;2;2;15312
фонарь;мощный,светодиодный;140;7960048;164300;58;700;1264;752709;13676431;65;37;9409
фонарь;камуфляжный,налобный,светодиодный;12;3092700;0;7;520;747;66827;4897607;6;5;5476
фонарь;аккумуляторный,налобный,светодиодный;167;1308480;182781;95;845;922;5192671;5884216;73;41;5189
батарея;солнечный;77;3244000;3545;19;5933;6905;102883;3593828;30;10;2120
фонарь;аккумуляторный,ручной;273;2709288;189869;117;740;1093;6707499;6707211;101;55;7396
фонарик;налобный;217;805950;12508;78;556;675;1543928;3437613;115;50;5445
фонарь;туристический;106;10819459;225000;46;933;1189;17084929;7392876;51;25;5191
уголь;кокосовый;127;31196670;130200;45;183;201;36256519;1531574;63;24;3300
randm;электронный;47;967032;7479;39;787;682;2967595;115148;2;2;149
фильтр;курительный;15;697900;0;7;240;224;1365;699942;8;4;1001
запчасть;электронный;62;980100;2916;25;265;219;1013577;30477;25;13;56
иконостас;угловой;43;221934;23828;34;1110;1289;489040;746958;6;5;788
оберег;кошельковый;111;36024;2400;40;138;191;49561;145576;20;10;618
икона;божий,семистрельная;41;28951;0;9;1020;1080;44865;52184;13;6;151
масло;лампадный,церковный;21;474075;24150;16;503;561;235599;698363;5;4;1030
свеча;восковой,религиозный,церковный;70;42133;4833;29;207;184;70638;79674;14;7;210
талисман;кошельковый;47;15225;6804;20;143;158;78349;84002;9;4;327
шар;музыкальный,снежный;33;29979000;0;5;414;1171;0;30067324;9;3;20039
копилка;деревянный;227;631080;14444;72;321;423;946524;1217012;87;33;3614
копилка;детский,музыкальный,электронный;12;1362312;3904;10;741;1018;1240565;2038855;5;3;2074
копилка;взрослый,деревянный,детский;17;261696;1056;12;155;264;305379;571473;6;4;2087
статуэтка;бронзовый;32;1785564;0;4;610;1345;2956;1789466;9;3;1005
роза;вечный,живой;14;1290708;0;2;623;192;2574167;0;3;1;0
сувенир;золотой;39;3381615;0;8;754;879;3381615;3387929;11;3;1004
сувенир;белый;58;3717550;995;10;612;780;2769838;5001544;15;5;2017
сейф;электронный;85;881600;18228;34;485;570;1048181;1516537;26;13;1651
фигурка;музыкальный;66;1155945;550;14;2281;2443;19787;1195598;11;6;738
кролик;2023;85;182161;3535;28;347;429;64041;346341;33;13;713
лампа;струбциной;23;414568;1035;11;882;906;813339;790355;12;6;1028
набор;дикий;92;313800;2225;23;480;661;34864;450549;53;16;397
маска;косметический,тканевый;231;2904336;28080;50;170;162;2851021;2697563;111;32;4455
штука;зубной;11;995750;0;4;295;199;8260;996897;8;4;3988
пилинг;гликолевый,кислотный;12;983016;0;7;183;332;154100;1039869;11;6;2756
диск;ватный,косметический;39;1123920;2346;18;223;297;1205131;1146481;23;13;3427
бальзам;сухой;146;3776032;19227;56;363;359;5275263;3614959;69;41;3065
крем;проблемный;171;2588856;16100;59;453;343;3594817;3743043;103;48;5009
крем;мочевиной;223;600600;244062;120;271;276;2206612;4446965;102;56;9889
гель;ультразвуковой;34;1109097;81270;23;423;728;2113570;5409036;20;16;7928
шампунь;женский,мужской;105;446620;59400;54;469;418;1306584;1748365;51;30;4203
косметика;декоративный,детский;223;9501294;115830;98;662;824;979800;37217846;72;38;34423
блеск;детский;68;548343;9600;40;246;264;383761;805907;17;13;3576
косметика;детский,подарочный;79;1538900;18675;42;878;966;1539619;5617091;34;20;4588
косметика;детский,детский,подарочный;79;1538900;18675;42;878;966;1539619;5617091;34;20;4588
гель;серебряный;13;297990;0;5;20;50;147925;288210;9;5;899
бокс;детский,подарочный;12;454990;0;3;817;638;112181;364459;6;2;857
звезда;детский;36;346608;53888;24;1084;1202;558588;1322124;10;3;3157
масло;интенсивный;27;8100000;867;13;409;325;27765;9023164;19;8;10048
крем;водостойкий;134;3600000;48585;44;497;441;133676;34930727;42;19;30435
крем;водостойкий,солнцезащитный;76;23997600;1212;23;634;542;79003;24092592;31;14;10174
крем;защитный;245;13997200;21976;82;744;808;4883404;15785275;137;65;12189
кремы;солнцезащитный;113;13900150;0;4;779;129;11952232;9692;66;4;17
крем;веганский,солнцезащитный;37;9532380;0;4;1635;1043;24027727;9541743;11;3;6672
блок;водостойкий,полный;14;3548580;0;3;558;385;7569;3679327;5;2;5120
спрей;солнцезащитный,сухой;13;7988800;0;5;1321;917;116635;8360582;5;1;5316
крем;ежедневный,солнцезащитный;45;3113760;693;12;783;563;43513;3362533;17;8;3458
диопрос;солнцезащитный;21;1533870;0;4;774;594;64221;2281765;8;3;3991
расчёсывание;лёгкий;48;663900;10519;29;175;212;723937;972399;29;18;3080
шампунь;длинный;32;33619455;0;9;315;289;24747;39360592;18;7;65573
щётка;зубной,чёрный;42;656320;1416;19;1238;1205;82998;1109905;21;13;4874
шампунь;питательный;87;1216307;9100;25;290;226;234049;1343525;60;23;4324
масло;массажный,натуральный;106;760914;10744;35;1120;852;445744;1195837;30;18;4824
паста;зубной,чувствительный;235;1051626;42768;122;337;399;1578726;4597171;92;58;12009
набор;детский,зубной;55;2471652;1525;26;526;591;517438;2625607;31;16;3136
паста;зубной,семейный;20;336603;0;4;182;183;4517;336247;9;3;2108
мыло;пилинговое;10;8308338;0;4;863;860;122722;9000251;3;2;5200
шампунь;глубокий;120;1592084;28188;44;158;155;190980;1868683;82;37;1425
крем;антивозрастной,дневной;28;91304;4543;20;871;1014;177754;435709;24;18;519
бальзам;мужской;72;613332;4656;41;411;412;192982;940550;40;26;1849
крем;антивозрастной,ночной;62;433556;49402;35;851;860;1132759;1869404;50;30;2250
маска;нормальный;12;208190;0;6;856;675;76115;175105;10;6;159
крем;минеральный;41;97520;5540;20;716;687;137041;303436;19;12;338
крем;гиалуроновой;223;297402;167384;102;452;432;1140455;2243349;128;65;3858
крем;активный;40;238698;2176;14;810;814;70745;444227;30;12;483
скраб;ароматический;17;74500;641;10;659;695;43240;147816;5;4;274
крем;антивозрастной,питательный;61;472812;10632;25;333;289;915686;1006822;37;19;1965
фломастер;водостойкий;15;1036902;0;2;19;32;589518;1060627;10;2;11303
шампунь;корейский;97;18090000;59682;53;305;365;629240;18895030;32;19;11359
сыворотка;многофункциональный;27;4605984;0;5;226;209;10625;4615459;11;3;5343
блеск;глянцевый,прозрачный;19;459116;0;2;31;7;424960;114912;9;1;864
сыворотка;корейский;246;781231;43125;121;440;462;15022401;3566102;72;32;5582
ремувер;кремовый;144;691740;11340;29;145;172;382287;838350;38;13;2489
подводка;жидкий,чёрный;39;436450;0;6;54;39;138785;473277;27;6;2373
пылесос;пылесос;202;229372500;80376;104;1831;2125;3754984;238645308;92;50;70783
кра;тонкий;10;1179948;0;4;140;178;13370;1450750;2;2;8980
очиститель;вакуумный;150;10267660;55016;65;764;749;1270659;12147988;93;44;7321
фрезы;мягкий,плотный,твердосплавный;11;3871056;0;4;269;275;2335898;1695894;3;2;1489
фрезы;тонкий;30;311850;378;11;216;166;205186;311841;7;5;2294
аппарат;маникюрный;94;2921076;8876;31;1655;1903;3322231;3220712;53;22;2384
пылесос;маникюрный,пылесос;22;3360636;2976;13;1321;1592;1848454;3707716;13;9;2347
термометр;бесконтактный,инфракрасный;231;3138140;69559;67;980;1239;741049;10655064;110;42;6856
воскоплав;баночный;160;1162172;37204;58;840;937;2536038;4983850;87;37;5242
набор;горячий;178;942240;16875;53;963;983;2315117;239360;97;38;520
фреза;профессиональный;62;487163;4896;19;102;106;94234;778866;4;4;2539
лампа;профессиональный;139;610644;11295;37;968;1153;649542;1040127;71;24;1950
крем;подарочный;70;7385169;7774;27;465;471;1805841;4601007;43;15;22997
набор;женский,новогодний,подарочный;10;24444180;0;9;908;830;50877679;57368060;7;6;24615
набор;косметический,новогодний,подарочный;11;36007200;0;4;887;918;1472;11620588;5;4;10023
уход;комплексный;36;84000000;70308;22;471;1774;3029373;428089578;25;16;60122
пенка;интимный;37;135021600;1820;18;916;975;139755;135090351;27;17;5475
маска;подарочный,тканевый;17;1818908;3720;12;754;678;332358;1852059;11;10;5135
шампунь;безсульфатный,профессиональный;61;81344775;10556;30;402;336;310161;81738277;30;16;35413
скраб;антицеллюлитный,кокосовый;70;7414260;24412;32;207;65;5140852;369869;48;22;977
спрей;термозащитный;65;2586336;13905;24;217;418;2838809;2193006;50;22;5891
шт;косметический,тканевый;110;214474;339;10;53;19;431725;918;55;4;5
бомбочка;детский;118;1151436;53222;97;446;434;1532200;2810926;28;24;4362
соль;английский;246;841005;96255;167;421;428;3185492;5839426;103;67;12083
тоник;нормальный;25;502800;0;9;266;110;594724;183107;21;8;453
шампунь;женский,твёрдый;23;379669;7259;17;330;167;567804;175318;10;6;493
скраб;антицеллюлитный,кофейный;125;426702;62532;43;216;59;680808;633567;86;30;1831
набор;2023,новый,подарочный;83;7864416;105470;57;689;712;2001431;21804544;32;18;26876
бокс;новогодний,подарочный;21;709821;72576;15;804;1109;972267;3130214;6;4;3823
набор;подарочный,тканевый;58;585990;21320;36;258;322;999475;1758467;40;27;3833
воск;горячий;67;34733550;56551;19;123;170;82711;35026738;24;6;66113
спрей;многофункциональный;19;3835776;0;9;101;208;1443080;3979610;15;6;12291
лак;сверхсильный;20;5010720;0;7;93;223;2081643;3482601;15;6;4178
база;прозрачный;126;1801452;46403;57;200;250;579761;1921287;49;35;5897
гель;мочевиной;20;1285634;2079;11;123;264;280290;1606364;10;6;6070
крем;сливочный;11;1702068;0;5;264;405;711709;1651394;10;5;3871
прокладка;ежедневный,женский;295;14982570;264120;114;285;1230;704545;39829163;107;48;42180
прокладка;женский,урологический;37;4774000;6288;18;363;507;11412;5000950;15;9;12719
прокладка;ежедневный,урологический;40;21890000;1584;12;581;9541;5241;61287700;7;4;13231
чаша;менструальный,силиконовый;155;6175260;19437;65;450;436;7389006;337761;64;35;744
тампон;женский;158;5689890;47328;67;626;836;746622;8234504;27;23;13671
паста;зубной,мгновенный;20;814946;0;7;377;438;314558;1077215;8;4;2513
аксессуар;большой;141;296736;10044;30;131;136;816331;723753;21;6;5539
ободок;заячий;35;557550;0;7;57;202;2936;897954;14;3;3329
заколка;детский,женский;102;186104;660;27;143;155;63364;283768;24;14;1367
прядь;цветной;239;425304;8575;70;89;125;438103;1056744;54;29;2908
краб;женский,маленький;64;314700;1968;37;136;129;43251;350705;8;6;1336
ушки;кошачий;29;337695;0;4;66;128;315555;397172;8;2;1004
бант;-,атласный;24;261360;14688;14;216;221;346498;565368;4;2;1575
ободок;новогодний;294;219492;34823;84;184;277;279623;988776;77;29;2752
бант;-,большой;17;142800;23120;16;370;356;335534;471311;2;1;1331
единорог;детский;78;122840;52200;46;628;665;319724;673842;32;23;1088
резинка;детский,женский,силиконовый;106;71736;3294;41;84;112;102158;121292;16;8;707
краб;женский,металлический;24;99568;502;12;184;179;75580;184326;11;4;646
наклейка;светоотражающий;82;110075;10920;38;188;218;200640;233910;28;16;879
штрипка;силиконовый;31;221040;2072;19;183;203;255155;172253;14;11;662
термонаклейки;именной;220;480240;211024;52;207;195;25808;12156;9;6;51
заглушка;силиконовый;78;43332;2266;43;116;137;67882;136032;44;21;1259
гайтан;мужской;14;104218;0;7;509;547;82699;129334;10;6;449
шнурок;детский;74;84840;7384;59;181;212;243645;255106;14;10;1300
колечки;соединительный;66;143780;1840;45;120;129;99582;171065;15;14;704
цепочка;мармеладный;62;187256;4758;30;324;361;51758;1253193;24;13;1694
